term	vocabulary_id	comment
Dreaming	ONVOC:0000013	
Rapid Eye Movement Sleep	ONVOC:0000014	
non-Rapid Eye Movement Sleep	ONVOC:0000015	
Slow Wave Sleep	ONVOC:0000016	
Sleep Deprivation	ONVOC:0000854	
