term	vocabulary_id	comment
Phonological Processing	ONVOC:0000475	
Syntax	ONVOC:0000476	
Semantics	ONVOC:0000477	
Reading Comprehension	ONVOC:0000478	
Speech Production	ONVOC:0000479	
Speech Perception	ONVOC:0000480	
