term	vocabulary_id	comment
Classical Conditioning	ONVOC:0000481	
Operant Conditioning	ONVOC:0000482	
Observational Learning	ONVOC:0000483	
Habituation	ONVOC:0000484	
Skill Acquisition	ONVOC:0000485	
Reinforcement Learning	ONVOC:0000486	
Procedural Learning	ONVOC:0000487	
