term	vocabulary_id	comment
Visual Perception	ONVOC:0000495	
Auditory Perception	ONVOC:0000496	
Olfactory Perception	ONVOC:0000497	
Tactile Perception	ONVOC:0000498	
Multisensory Integration	ONVOC:0000499	
Interoception	ONVOC:0000500	
