term	vocabulary_id	comment
Numerical Comparison	ONVOC:0000450	
Logical Reasoning	ONVOC:0000451	
Arithmetic Operation	ONVOC:0000452	
Analogical Reasoning	ONVOC:0000453	
Abductive Reasoning	ONVOC:0000454	
Causal Reasoning	ONVOC:0000455	
Inductive Reasoning	ONVOC:0000456	
Conditional Reasoning	ONVOC:0000457	
Value-Based Reasoning	ONVOC:0000458	
Moral Reasoning	ONVOC:0000459	
Intuitive Reasoning	ONVOC:0000460	
