term	vocabulary_id	comment
Working Memory	ONVOC:0000488	
Short-Term Memory	ONVOC:0000489	
Long-Term Memory	ONVOC:0000490	
Declarative Memory	ONVOC:0000491	
Procedural Memory	ONVOC:0000492	
Episodic Memory	ONVOC:0000493	
Semantic Memory	ONVOC:0000494	
Declarative Memory	ONVOC:0000491	
