term	vocabulary_id	comment
Action	ONVOC:0000426	
Attention	ONVOC:0000427	
Decision Making and Reasoning	ONVOC:0000428	
Emotion	ONVOC:0000429	
Executive Function	ONVOC:0000430	
Language	ONVOC:0000431	
Learning	ONVOC:0000432	
Memory	ONVOC:0000433	
Perception	ONVOC:0000434	
Social Cognition	ONVOC:0000435	
