term	vocabulary_id	comment
Sustained Attention	ONVOC:0000440	
Selective Attention	ONVOC:0000441	
Divided Attention	ONVOC:0000442	
Spatial Attention	ONVOC:0000443	
Temporal Attention	ONVOC:0000444	
Visual Attention	ONVOC:0000445	
Auditory Attention	ONVOC:0000446	
Focused Attention	ONVOC:0000447	
Attention Shift	ONVOC:0000448	
Object-Based Attention	ONVOC:0000449	
