term	vocabulary_id	comment
Primary School Education	ONVOC:0000363	
Middle School Education	ONVOC:0000364	
High School Education	ONVOC:0000365	
Post-Secondary Education	ONVOC:0000366	
Tertiary Education	ONVOC:0000367	
