term	vocabulary_id	comment
Asian	ONVOC:0000584	
African	ONVOC:0000585	
African American	ONVOC:0000586	
Black	ONVOC:0000587	
Australian	ONVOC:0000588	
European	ONVOC:0000589	
Middle Eastern	ONVOC:0000590	
North American	ONVOC:0000591	
Pacific Islander	ONVOC:0000592	
Native Hawaiian	ONVOC:0000593	
South American	ONVOC:0000594	
White	ONVOC:0000595	
Indian	ONVOC:0000596	
Alaskan Native	ONVOC:0000597	
East Asian	ONVOC:0000598	
Southeast Asian	ONVOC:0000599	
