term	vocabulary_id	comment
Human	ONVOC:0000602	
Rat	ONVOC:0000603	
Mouse	ONVOC:0000604	
Rodent	ONVOC:0000605	
Bat	ONVOC:0000606	
Macaque	ONVOC:0000607	
Marmoset	ONVOC:0000608	
Monkey	ONVOC:0000609	
