term	vocabulary_id	comment
Primary School Education	ONVOC:0000536	
Middle School Education	ONVOC:0000537	
High School Education	ONVOC:0000538	
Post-Secondary Education	ONVOC:0000539	
Tertiary Education	ONVOC:0000540	
