term	vocabulary_id	comment
Sibling	ONVOC:0000546	
Parent	ONVOC:0000547	
Child	ONVOC:0000532	
Cousin	ONVOC:0000548	
Grandparent	ONVOC:0000549	
Aunt	ONVOC:0000550	
Uncle	ONVOC:0000551	
Niece	ONVOC:0000552	
Nephew	ONVOC:0000553	
Grandchild	ONVOC:0000554	
Spouse	ONVOC:0000555	
Father	ONVOC:0000556	
Mother	ONVOC:0000557	
Adopted Child	ONVOC:0000558	
