term	vocabulary_id	comment
Human	ONVOC:0000602	
Rat	ONVOC:0000603	
Mouse	ONVOC:0000604	
Rodent	ONVOC:0000605	
Bat	ONVOC:0000606	
Macaque	ONVOC:0000607	
Marmoset	ONVOC:0000608	
Monkey	ONVOC:0000609	
Pig	ONVOC:0000768	
Dog	ONVOC:0000769	
Pigeon	ONVOC:0000782	
Primate	ONVOC:0000783	
Bird	ONVOC:0000784	
Sheep	ONVOC:0000785	
Cat	ONVOC:0000786	
